time_s,phase_rad,phase_deg,pitch_rate_rad_s,root_x_m,front_hip_target_rad,front_knee_target_rad,rear_hip_target_rad,rear_knee_target_rad,front_hip_position_rad,front_knee_position_rad,rear_hip_position_rad,rear_knee_position_rad,front_hip_torque_Nm,front_knee_torque_Nm,rear_hip_torque_Nm,rear_knee_torque_Nm,actuator_power_W,actuator_net_work_J,foot_gap_m,roundness_peak_to_peak_m,ground_contact_count,airborne,self_contact_pair_count,forbidden_contact_pair_count,allowed_foot_penetration_m,forbidden_penetration_m,leg_crossing
0.0,0.0,0.0,0.0,0.0,0.3141592653589793,1.056503219777376,0.3141592653589793,1.056503219777376,0.3141592654,1.05650322,0.3141592654,1.05650322,0.0,0.0,0.0,0.0,0.0,0.0,0.03989999997155766,0.014431494500149106,0.0,1.0,1.0,0.0,2.8442338761980324e-11,-0.0,0.0
0.001,-3.75523008244727e-14,-2.1515883482479272e-12,-3.7552300824472693e-11,-2.2519208021837863e-17,0.3141592653589793,1.056503219777376,0.3141592653589793,1.056503219777376,0.31415926540878825,1.0565032199896556,0.3141592654088486,1.0565032199896591,-4.1020697949534224e-10,-2.2262387489035973e-09,-4.1020697949534224e-10,-2.2262387489035973e-09,3.881534835243577e-17,3.881534835243577e-20,0.03989999997155766,0.014431494500149106,0.0,1.0,1.0,0.0,2.8442338761980324e-11,-0.0,0.0
0.002,4.3147967864772494e-06,0.0002472196453217566,0.00431479682402955,2.7993696244859902e-08,0.3141627842249558,1.0565292283413132,0.3141752897993195,1.0564935268938713,0.31420977344426737,1.0566015553808188,0.31419806110018517,1.0565943601501044,3.518640402910833e-05,0.0002600855854542061,0.0001602421349899963,-9.692888972701041e-05,2.4735403771304656e-05,2.473540377134347e-08,0.039899999978309536,0.014431494500178749,2.0,0.0,1.0,0.0,2.1690461926571203e-11,-0.0,0.0
0.003,1.2781932104560657e-05,0.0007323507636140957,0.008467135318083407,9.04319550964614e-08,0.3141731481013232,1.0566068933107748,0.31422329911100355,1.0564639527379818,0.31430850787448644,1.056793483625907,0.3142736954370205,1.0567718883837187,-0.010467860525269934,-0.01961369893306575,-0.007506758159133042,-0.019532106210274236,-0.008833230049915437,-8.808494646144094e-06,0.03990166779022298,0.014421780189461053,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.004,2.527900954696661e-05,0.001448380557312102,0.012497077442405954,1.9365983694149712e-07,0.314190070741794,1.0567356710684175,0.31430319222365755,1.0564137689101878,0.3144534381543152,1.0570748198515314,0.3143843975911611,1.057031613523245,-0.020931257370740308,-0.03896377459254552,-0.014831899500693968,-0.039086841458184196,-0.025789252843948136,-3.459774749009223e-05,0.039904980596333316,0.014402825356379767,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.005,4.1716032362528854e-05,0.00239015259240406,0.01643702281556224,3.439475525745086e-07,0.3142132696778881,1.056915014770112,0.31441486144502667,1.0563422666602904,0.314642740595605,1.0574418247231412,0.31452854853576556,1.05736979068326,-0.03138774073002226,-0.05786529593907552,-0.021835792289466305,-0.05883849653479878,-0.050224107195949906,-8.482185468604213e-05,0.03990990343470448,0.014375050679972745,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.006,6.20293258851167e-05,0.0035540185792587767,0.020313293522587844,5.475166508686661e-07,0.31424246621368457,1.0571443745309455,0.3145581926090141,1.0562487566849708,0.3148747614517042,1.0578911152371615,0.31470465255304464,1.0577830303401696,-0.041863232077163914,-0.07637547624389818,-0.028533748188410257,-0.07884577198590215,-0.08163502737402997,-0.0001664568820600721,0.03991639422678767,0.014338834128924088,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.007,8.617669705414022e-05,0.004937561033579709,0.024147371169023515,8.105623224421927e-07,0.31427738541966727,1.0574231976070003,0.3147330652214889,1.0561325689254526,0.315147986311683,1.0584195937300902,0.31491131381454146,1.0582682262283134,-0.05237793154021286,-0.0945372791056851,-0.034936676771372355,-0.09915254552909225,-0.11960033688218127,-0.00028605721894225337,0.03992440703094449,0.014294519323061416,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.008,0.00011413356287663434,0.006539371453622159,0.02795686582249412,1.1392725509613765e-06,0.3143177561256635,1.0577509285729627,0.3149393526038989,1.0559930523652235,0.3154610148728992,1.0590243913899746,0.315147217265209,1.0588224981843164,-0.062947273855956,-0.11238235015700226,-0.041051864405785565,-0.11979091625965133,-0.16375389889117153,-0.0004498111178334249,0.03993389410232972,0.014242422248643749,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.009000000000000001,0.0001458898400320355,0.008358872107674357,0.03175627715540116,1.5398447131379139e-06,0.3143633109128831,1.0581270094956041,0.31517692203471753,1.0558295748277986,0.3158125402536247,1.0597028233307995,0.315411113126512,1.05944314688362,-0.07358275184339202,-0.12993335092060931,-0.04688364243842669,-0.14078362476576878,-0.21376671309594028,-0.0006635778309293652,0.03994480716106197,0.014182836643555713,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.010000000000000002,0.00018144743388228763,0.010396172164934134,0.0355575938502521,2.018500117531782e-06,0.3144137861050721,1.0585508801031915,0.3154456348887485,1.055641522774539,0.31620133210754164,1.0604523528970098,0.3157018044198089,1.06012761804778,-0.08429261763062934,-0.14720582044102848,-0.05243395463823086,-0.16214598095152866,-0.2693337402511621,-0.0009329115711805273,0.03995709814202093,0.014116038308123247,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.011000000000000003,0.00022081820057535012,0.012651950932640849,0.039370766693062505,2.581496878803368e-06,0.3144689217587972,1.0590219779508716,0.3157453467743084,1.0554283011025478,0.31662622290077236,1.0612705633425008,0.31601813699402964,1.0608734741996124,-0.09508247427083605,-0.16420966270345438,-0.0577028351143869,-0.18388740228433953,-0.33016456579961295,-0.0012630761369801403,0.03997071961081825,0.014042288548515636,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.012000000000000004,0.0002640222833291437,0.01512736253216717,0.0432040827537936,3.235141446014704e-06,0.3145284616528833,1.059539738582087,0.3160759076683051,1.0551893329426876,0.3170860968048454,1.0621551354050045,0.31635899161806863,1.061678372436276,-0.10595577112503074,-0.18095033670233462,-0.06268880810139699,-0.2060126429357254,-0.3959768898200456,-0.001659053026800186,0.039985624969488216,0.01396183692025807,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.013000000000000005,0.00031108674526980466,0.017823957566421134,0.04706446194066093,3.985799038986891e-06,0.31459215327702494,1.0601035956860771,0.3164371620492283,1.0549240594577651,0.317579880743049,1.0631038295950284,0.31672327776684706,1.062540047001169,-0.11691421609280672,-0.19742980968999824,-0.0673892204962061,-0.2285227771178029,-0.46649209958955046,-0.0021255451263897363,0.04000176853376093,0.013874923407441508,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.014000000000000005,0.00036204443779771643,0.020743618281995807,0.050957692527911796,4.8399031936902955e-06,0.3146597478195984,1.0607129812515157,0.3168289490280661,1.054631939640936,0.3181065372019598,1.0641144722552613,0.31710992879018246,1.0634562956818951,-0.12795811687522418,-0.2136473214398844,-0.07180051714349656,-0.2514159865809198,-0.5414323754618471,-0.0026669775018515834,0.04001910553547157,0.01378178014733003,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.015000000000000006,0.00041693305643815935,0.023888504473396285,0.054888618640442914,5.8039645744395325e-06,0.31473100015469735,1.0613673257163432,0.31725110247716304,1.0543124501143908,0.31866505848450116,1.0651849446347563,0.3175178982056172,1.064424969257282,-0.13908666225479216,-0.22959999743576454,-0.07591846779727929,-0.27468819182029414,-0.6205189223891274,-0.0032874964242407107,0.040037592084559724,0.013682632789102173,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.016000000000000007,0.00047579434631358765,0.02726100795995445,0.05886128987542828,6.884579175715922e-06,0.3148056688284205,1.062066058113849,0.3177034511570329,1.053965084928381,0.3192544621361973,1.0663131743723897,0.3179461569007545,1.0654439633721977,-0.15029815306907945,-0.24528334110808814,-0.07973835357279313,-0.2983335583663713,-0.703471023356989,-0.0039909674475977,0.04005718511233257,0.01357770155847926,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.017000000000000008,0.0005386734273735739,0.03086371392435265,0.06287908105998623,8.088436008351967e-06,0.31488351604443654,1.0628086062150575,0.3181858188411394,1.0535893553606477,0.3198737873231691,1.0674971289040263,0.3183936910681813,1.0665112123430682,-0.16159019125683427,-0.26069162909998056,-0.0832551196236122,-0.32234490309865294,-0.7900056877877121,-0.004780973135385412,0.040077842309199946,0.013467202086234142,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.01800000000000001,0.0006056182158136688,0.034699367762366276,0.06694478844009498,9.422324342395883e-06,0.31496430764885375,1.0635943966674775,0.3186980244386591,1.0531847897163182,0.32052209197981063,1.0687348104037317,0.31885950072753516,1.0676246844960748,-0.17295983413751737,-0.2758182286927777,-0.08646349978057,-0.34671402044159727,-0.8798377250158598,-0.0056608108604012716,0.04009952206454819,0.013351346047450113,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.01900000000000001,0.0006766789230762568,0.0387708463777272,0.07106070726258797,1.0893140561191402e-05,0.3150478131144213,1.0644228551302708,0.31923988211524,1.0527509331283313,0.3211984505769654,1.0700242519461642,0.3193425987155141,1.068782378719193,-0.18440371998219707,-0.2906558526756964,-0.08935811799373461,-0.37143194427873816,-0.9726801155339042,-0.006633490975935176,0.04012218341285227,0.013230341649383498,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.02000000000000001,0.0007519076177410548,0.04308113308029846,0.07522869466479798,1.2507894667207286e-05,0.3151338055240901,1.0652934064058963,0.31981120141176994,1.0522873473584593,0.3219019523887135,1.071363514638839,0.3198420100463874,1.0699823219725622,-0.19591816995971012,-0.30519676388918704,-0.09193357063323182,-0.3964891582309864,-1.068244584638033,-0.007701735560573209,0.040145785987882265,0.013104393998502134,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.02100000000000001,0.0008313578387043982,0.047633295422879855,0.07945022096334337,1.4273716469202043e-05,0.3152220615539589,1.0662054745682885,0.3204117873611681,1.0517936105989836,0.3226317001584302,1.072750685522358,0.3203567715635444,1.0712225675523825,-0.2074992706971699,-0.31943293924045335,-0.0941844930268445,-0.42187576440961116,-1.1662423071259524,-0.008867977867699162,0.040170289985486045,0.012973705371373961,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.022000000000000013,0.0009150842504891074,0.05243046545191809,0.08372641178470916,1.6197861471823945e-05,0.31531236145563407,1.0671584830876264,0.32104144060321527,1.0512693172750947,0.32338680908334166,1.0741838760763742,0.3208859318174148,1.072501193944177,-0.21914294097129927,-0.3333562010511475,-0.09610561303469378,-0.4475816187369688,-1.2663846898190183,-0.01013436255751818,0.040195656134635493,0.012838475409324812,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.023000000000000013,0.0010031423334574997,0.057475821958019806,0.08805808296839246,1.8287716482234676e-05,0.3154044890380293,1.0681518549517537,0.3216999574974371,1.05071407784807,0.32416640605203917,1.0756612212009482,0.3214285511172433,1.0738163041338429,-0.23084498543541798,-0.34695832204942434,-0.09769179397385352,-0.47359643931999074,-1.368384192378836,-0.011502746749897015,0.0402218456759908,0.012698901252918088,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
0.024000000000000014,0.0010955881032266796,0.06277257439963191,0.09244576976917974,2.055080494340506e-05,0.31549823164863167,1.0691850127843048,0.32238713023405513,1.050127518619295,0.32496962908188437,1.0771808785686203,0.32198370171415724,1.0751660252710817,-0.24260113777357795,-0.3602311090812442,-0.0989380687975756,-0.49990989307864275,-1.4719551572599838,-0.012974701907156999,0.04024882034704539,0.012555177629212655,2.0,0.0,0.0,0.0,-0.0,-0.0,0.0
