time_s,phase_rad,phase_deg,pitch_rate_rad_s,root_x_m,root_z_m,circle_center_x_m,circle_center_z_m,com_x_m,com_z_m,potential_energy_J,kinetic_energy_J,total_energy_J,energy_change_J,ground_contact_count,normal_force_sum_N,normal_force_max_N,tangential_force_sum_N,contact_slip_weighted_m_s,contact_slip_max_m_s,nominal_circle_slip_m_s,joint_error_max_rad,front_hip_error_rad,front_knee_error_rad,rear_hip_error_rad,rear_knee_error_rad,front_hip_torque_Nm,front_knee_torque_Nm,rear_hip_torque_Nm,rear_knee_torque_Nm,actuator_power_W,saturated_actuator_count,joint_damping_power_W,foot_gap_m,roundness_rms_m,roundness_peak_to_peak_m,airborne
0.06000000000000004,0.0036639021768503964,0.20992613128232268,0.11929053380615601,0.000900193272474771,0.25062587579117124,0.000487449744754593,0.1473985393734757,0.012613909583630536,0.22021144785801042,6.848069542054052,0.0013361216142632826,6.849405663668315,-0.004577752673801783,4.0,31.072752909768646,7.884785316314488,1.4300337208815312,0.0003297124141206429,0.0003300404000700356,-0.0003386690657802838,7.90286308416377e-06,-1.9720436851278222e-06,7.524319491469811e-06,-2.470525353071018e-06,7.90286308416377e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.3881959135873574e-06,1.3201987815672637e-07,5.253071880817473e-07,0.0
0.06200000000000004,0.003910717236694832,0.22406759253167768,0.12340752992221814,0.000961408311470989,0.2506252246268524,0.0005219744650945454,0.14739792463496415,0.012665805730543649,0.22020793789364,6.84796039023505,0.0014305651690747583,6.849390955404125,-0.004592460937991483,4.0,31.062613187843326,7.882861368182585,1.435172136733164,0.0003307512550330989,0.0003310545487596689,-0.0003400625495944484,7.899315954240649e-06,-1.9713253189834745e-06,7.5212172168104274e-06,-2.4693483727800114e-06,7.899315954240649e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.387085124146415e-06,1.3195601086641966e-07,5.250347993590587e-07,0.0
0.06400000000000004,0.004165798059897407,0.23868264713590795,0.12754041160128737,0.0010246932513005027,0.2506246131463322,0.0005577113029273094,0.14739736996494526,0.012719512796711454,0.22020438371647877,6.847849863499944,0.0015286447640563252,6.8493785082639995,-0.004604908078117198,4.0,31.05359585153044,7.881279452873379,1.4405536255198772,0.00033185703585864794,0.00033213548571771616,-0.0003415239410721506,7.89605711193353e-06,-1.970677602713966e-06,7.51839876200755e-06,-2.46825219851754e-06,7.89605711193353e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.3860589147150328e-06,1.318971983335063e-07,5.247819050979707e-07,0.0
0.06600000000000004,0.004429177770370881,0.25377319295541556,0.1316898552367368,0.001090056262757296,0.2506240313995204,0.0005946648100312966,0.1473968648181127,0.012775037571779176,0.22020077395049953,6.84773760808045,0.001630411892202313,6.849368019972653,-0.004615396369463731,4.0,31.045552922608156,7.880005374948927,1.4461724218955982,0.0003330270462404367,0.000333281385782069,-0.00034305100187210363,7.89307630721936e-06,-1.970100044101919e-06,7.515854476336514e-06,-2.4672355107835386e-06,7.89307630721936e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.385118100525723e-06,1.318433649604093e-07,5.245481886073655e-07,0.0
0.06800000000000005,0.004700890819151242,0.2693412038891625,0.1358565243901804,0.0011575058528265013,0.2506234705081716,0.0006328397422502032,0.14739639991246212,0.012832387144822033,0.22019709844924654,6.847623308445136,0.0017359204809291044,6.8493592289260645,-0.0046241874160521945,4.0,31.038352891897574,7.879009224394089,1.452023486067286,0.00033425887129480663,0.0003344904138852103,-0.0003446418103311179,7.890357534678927e-06,-1.9695902383487507e-06,7.513569237227458e-06,-2.46629473810156e-06,7.890357534678927e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.3842605054614783e-06,1.317942974116181e-07,5.243327859394409e-07,0.0
0.07000000000000005,0.004980972962433263,0.2853887286162007,0.14004107164101035,0.0012270508585483931,0.25062292251867335,0.0006722410550724952,0.14739596706335029,0.012891568897985515,0.2201933481298947,6.847506682139027,0.0018452268112583961,6.849351908950285,-0.004631507391831491,4.0,31.0318794151333,7.878265047921733,1.4581024518869947,0.0003355503760147345,0.00033576079127552763,-0.0003462947420639871,7.887881407597774e-06,-1.969144559577085e-06,7.5115247057944146e-06,-2.4654248950706226e-06,7.887881407597774e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.3834820017699034e-06,1.3174969637255728e-07,5.241344926687486e-07,0.0
0.07200000000000005,0.00526946124296168,0.30191788952946513,0.1442441402642087,0.0012987004417661895,0.25062238027228234,0.0007128738997954596,0.14739555903674761,0.012952590500975608,0.22018951482644442,6.847387475218322,0.001958389464751679,6.849345864683073,-0.0046375516590435595,4.0,31.026029947015395,7.877750504803769,1.464405571067061,0.00033689968564655677,0.00033709083813003734,-0.00034800844800804767,7.885626861270367e-06,-1.9687586663152956e-06,7.509700945762532e-06,-2.46462019171112e-06,7.885626861270367e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.382777270746329e-06,1.3170921416154426e-07,5.239519134947468e-07,0.0
0.07400000000000005,0.005566393974447106,0.3189308818428714,0.148466365742713,0.0013724640846761952,0.2506218372910885,0.0007547436202282615,0.1473951694199551,0.013015459906328769,0.22018559116032793,6.8472654582265315,0.0020754692919666986,6.849340927518498,-0.004642488823618507,4.0,31.020714381323117,7.877446524369105,1.4709296567421837,0.00033830516412386327,0.0003384789990435441,-0.0003497818316791079,7.883572350486645e-06,-1.9684278653731013e-06,7.50807756055849e-06,-2.4638744700600235e-06,7.883572350486645e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.3821403541947838e-06,1.3167248129356056e-07,5.237835674076763e-07,0.0
0.07600000000000005,0.005871810728694668,0.3364299728538409,0.15270837712378107,0.0014483515861013043,0.25062128767805053,0.0007978557498867603,0.14739479250806609,0.013080185345390169,0.22018157042671235,6.847140422658774,0.002196529397594198,6.849336952056368,-0.004646464285748664,4.0,31.015853740964566,7.877336976238344,1.4776720284993412,0.00033976539197694446,0.0003399238562553214,-0.0003516140267657217,7.881696669764793e-06,-1.968147368414108e-06,7.506634472909113e-06,-2.463181509759771e-06,7.881696669764793e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.38156504465985e-06,1.316391251766442e-07,5.236279616016581e-07,0.0
0.07800000000000006,0.006185752325156383,0.3544175013446964,0.1569707982308576,0.0015263730584131414,0.25062072602954266,0.0008422160096333701,0.147394423204516,0.013146775324931094,0.22017744649484483,6.847012177862737,0.0023216351385408757,6.849333813001278,-0.004649603340838304,4.0,31.01137894508111,7.877408360266869,1.4846304602044573,0.0003412791446555341,0.0003414241342655751,-0.0003535043758133745,7.879979492697586e-06,-1.967912468092692e-06,7.505352437986446e-06,-2.4625352363361053e-06,7.879979492697586e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.3810451567991634e-06,1.316087826788961e-07,5.234836425171974e-07,0.0
