time_s,phase_rad,phase_deg,pitch_rate_rad_s,root_x_m,front_hip_target_rad,front_knee_target_rad,rear_hip_target_rad,rear_knee_target_rad,front_hip_position_rad,front_knee_position_rad,rear_hip_position_rad,rear_knee_position_rad,front_hip_torque_Nm,front_knee_torque_Nm,rear_hip_torque_Nm,rear_knee_torque_Nm,actuator_power_W,actuator_net_work_J,foot_gap_m,roundness_peak_to_peak_m,ground_contact_count,airborne
2.4139999999999557,12.041967974514083,689.9539419713575,1.7072880636070322,1.8492008816881198,0.4551854988056695,1.785846391827761,0.6319653587331532,1.7379748912898545,0.4372411849085617,1.8326422576776948,0.4874557282144395,1.8526015527409052,-0.08040172796310596,-0.08904943878215121,0.6542187960953942,-0.6973836318003528,4.8117614010272645,6.3664840598893555,0.01290733793283714,0.07343627582191574,2.0,0.0
2.4159999999999555,12.045361481867914,690.1483756204785,1.6967536769153362,1.8515731981686505,0.45493316289941405,1.7811063489513428,0.635256279304166,1.7307813654287498,0.4398815199366648,1.828285341464049,0.4961312031261814,1.8468726450023856,-0.09893019489146138,-0.08646536783930614,0.6050301514411105,-0.6801601927152845,4.630506197651692,6.3757450722846585,0.010820421012965,0.07360794920126383,2.0,0.0
2.4179999999999553,12.049395358146079,690.3794997062953,2.016938139082459,1.853927088161819,0.4546602322707713,1.776311892065923,0.638477519750508,1.7235557249834572,0.44274684523223906,1.8237878023954548,0.5041329490905455,1.8428573221384725,-0.11624637946924654,-0.0840428726166742,0.5559156750690724,-0.6602784263373103,3.5722147413747787,6.382889501767408,0.00878768704600261,0.07376740525897674,4.0,0.0
2.419999999999955,12.053893592131603,690.6372295289282,2.249116992762393,1.8562685758799904,0.45436700833702925,1.771463112103564,0.6416308176937017,1.7162972622869495,0.44572215529776615,1.8191743271431162,0.5116115159945203,1.8399005719561639,-0.17033089850952443,-0.07349299605949611,0.5748040895951565,-0.8640683121239299,3.342907930925165,6.389575317629258,0.006866018775318797,0.07383724268591374,2.0,0.0
2.421999999999955,12.05871809361644,690.9136531022639,2.412250742418781,1.8586022616540792,0.4540537910701298,1.7665604927418577,0.6447175023558178,1.7090059294441808,0.44871784753600835,1.8144647407542507,0.5186815151745777,1.8374991111446928,-0.21421464882907149,-0.06479081877873227,0.5832031732154999,-1.0132714068889612,3.1099971644486537,6.395795311958155,0.005035856535088997,0.07383914465425617,2.0,0.0
2.4239999999999546,12.063770854521225,691.2031549769969,2.526380452392465,1.8609313708762076,0.45372088343490014,1.7616048424717887,0.6477385906293572,1.701682212270661,0.45166959310238225,1.8096739165801805,0.525424461279266,1.8352954475580654,-0.2495388648353023,-0.05764034393806128,0.5835708365420524,-1.1180229075932004,2.9691512923869277,6.401733614542929,0.0033369618159945114,0.07379003469507936,2.0,0.0
2.4259999999999544,12.068984668930371,691.5018845378054,2.6069072045731887,1.8632581160239852,0.45336859181954026,1.7565972027055745,0.6506948831925295,1.6943269756598776,0.45453227205685304,1.804812883649504,0.5318965955552163,1.833043730890382,-0.2781845694658118,-0.05168472133903279,0.5784096086638053,-1.1893183603191488,2.938220324429044,6.407610055191787,0.0020071302857332394,0.07370218391138318,2.0,0.0
2.427999999999954,12.074314061860223,691.8072362600527,2.664696464925977,1.865584019315193,0.4529972252419287,1.7515387718072621,0.6535870369899396,1.686941339022884,0.4572743890400979,1.7998899005224172,0.5381361788401922,1.8305782424901602,-0.3016183635963241,-0.046637825354782336,0.5696909867522031,-1.235852251906639,3.0020690700169244,6.413614193331821,0.0019265141252932166,0.07358425397278683,2.0,0.0
2.429999999999954,12.079728592965074,692.117466040403,2.7072655524256444,1.8679101423007622,0.4526070942707212,1.7464308490932907,0.6564156156618557,1.6795265858790627,0.4598740264761665,1.7949112574480532,0.5441690119541335,1.827790022388866,-0.3208846460182473,-0.04229220158257618,0.5588360397190506,-1.2639677260887936,3.1359794125044647,6.419886152156829,0.003146299057678076,0.07344231428983528,2.0,0.0
2.4319999999999538,12.08520819581397,692.4314241570526,2.739801424447477,1.8702372411405286,0.45219850993620236,1.7412747946017921,0.6591811238663663,1.6720840998004887,0.4623160530066599,1.7898818423812881,0.5500123752156315,1.8246103361369328,-0.3367189090065015,-0.0385003210262127,0.546837807728199,-1.2782372157543413,3.3155614214261995,6.426517274999682,0.004725620964423763,0.07328061804791543,2.0,0.0
